rel_path,fs,lead_index,lead_name,r_time_s,target_len,outdir,mode
28877.dat,400.0,0,I,0.4875,300,C:/Physionet/PhysioNetChallange/one_beat_out/28877,wfdb
289464.dat,400.0,0,I,0.88,300,C:/Physionet/PhysioNetChallange/one_beat_out/289464,wfdb
289467.dat,400.0,0,I,1.0375,300,C:/Physionet/PhysioNetChallange/one_beat_out/289467,wfdb
289468.dat,400.0,0,I,1.08,300,C:/Physionet/PhysioNetChallange/one_beat_out/289468,wfdb
289470.dat,400.0,0,I,0.6575,300,C:/Physionet/PhysioNetChallange/one_beat_out/289470,wfdb
289471.dat,400.0,0,I,0.895,300,C:/Physionet/PhysioNetChallange/one_beat_out/289471,wfdb
289472.dat,400.0,0,I,0.91,300,C:/Physionet/PhysioNetChallange/one_beat_out/289472,wfdb
289474.dat,400.0,0,I,0.5225,300,C:/Physionet/PhysioNetChallange/one_beat_out/289474,wfdb
289475.dat,400.0,0,I,0.84,300,C:/Physionet/PhysioNetChallange/one_beat_out/289475,wfdb
289477.dat,400.0,0,I,0.85,300,C:/Physionet/PhysioNetChallange/one_beat_out/289477,wfdb
289478.dat,400.0,0,I,0.3375,300,C:/Physionet/PhysioNetChallange/one_beat_out/289478,wfdb
289479.dat,400.0,0,I,1.0875,300,C:/Physionet/PhysioNetChallange/one_beat_out/289479,wfdb
289481.dat,400.0,0,I,0.7025,300,C:/Physionet/PhysioNetChallange/one_beat_out/289481,wfdb
289483.dat,400.0,0,I,0.72,300,C:/Physionet/PhysioNetChallange/one_beat_out/289483,wfdb
289486.dat,400.0,0,I,0.97,300,C:/Physionet/PhysioNetChallange/one_beat_out/289486,wfdb
289881.dat,400.0,0,I,1.25,300,C:/Physionet/PhysioNetChallange/one_beat_out/289881,wfdb
291318.dat,400.0,0,I,0.345,300,C:/Physionet/PhysioNetChallange/one_beat_out/291318,wfdb
291319.dat,400.0,0,I,0.8075,300,C:/Physionet/PhysioNetChallange/one_beat_out/291319,wfdb
291321.dat,400.0,0,I,0.5675,300,C:/Physionet/PhysioNetChallange/one_beat_out/291321,wfdb
292086.dat,400.0,0,I,1.1025,300,C:/Physionet/PhysioNetChallange/one_beat_out/292086,wfdb
293575.dat,400.0,0,I,1.065,300,C:/Physionet/PhysioNetChallange/one_beat_out/293575,wfdb
293692.dat,400.0,0,I,0.9225,300,C:/Physionet/PhysioNetChallange/one_beat_out/293692,wfdb
293796.dat,400.0,0,I,0.84,300,C:/Physionet/PhysioNetChallange/one_beat_out/293796,wfdb
294669.dat,400.0,0,I,0.4975,300,C:/Physionet/PhysioNetChallange/one_beat_out/294669,wfdb
294671.dat,400.0,0,I,0.8775,300,C:/Physionet/PhysioNetChallange/one_beat_out/294671,wfdb
295100.dat,400.0,0,I,0.8925,300,C:/Physionet/PhysioNetChallange/one_beat_out/295100,wfdb
298104.dat,400.0,0,I,1.005,300,C:/Physionet/PhysioNetChallange/one_beat_out/298104,wfdb
298164.dat,400.0,0,I,0.55,300,C:/Physionet/PhysioNetChallange/one_beat_out/298164,wfdb
298391.dat,400.0,0,I,0.475,300,C:/Physionet/PhysioNetChallange/one_beat_out/298391,wfdb
300600.dat,400.0,0,I,0.96,300,C:/Physionet/PhysioNetChallange/one_beat_out/300600,wfdb
300609.dat,400.0,0,I,0.435,300,C:/Physionet/PhysioNetChallange/one_beat_out/300609,wfdb
300618.dat,400.0,0,I,1.005,300,C:/Physionet/PhysioNetChallange/one_beat_out/300618,wfdb
300828.dat,400.0,0,I,0.89,300,C:/Physionet/PhysioNetChallange/one_beat_out/300828,wfdb
305873.dat,400.0,0,I,0.4975,300,C:/Physionet/PhysioNetChallange/one_beat_out/305873,wfdb
306529.dat,400.0,0,I,0.67,300,C:/Physionet/PhysioNetChallange/one_beat_out/306529,wfdb
307958.dat,400.0,0,I,1.125,300,C:/Physionet/PhysioNetChallange/one_beat_out/307958,wfdb
307960.dat,400.0,0,I,1.3725,300,C:/Physionet/PhysioNetChallange/one_beat_out/307960,wfdb
307962.dat,400.0,0,I,0.7825,300,C:/Physionet/PhysioNetChallange/one_beat_out/307962,wfdb
307970.dat,400.0,0,I,1.015,300,C:/Physionet/PhysioNetChallange/one_beat_out/307970,wfdb
308784.dat,400.0,0,I,0.52,300,C:/Physionet/PhysioNetChallange/one_beat_out/308784,wfdb
311775.dat,400.0,0,I,0.4775,300,C:/Physionet/PhysioNetChallange/one_beat_out/311775,wfdb
311779.dat,400.0,0,I,0.9575,300,C:/Physionet/PhysioNetChallange/one_beat_out/311779,wfdb
311790.dat,400.0,0,I,1.0025,300,C:/Physionet/PhysioNetChallange/one_beat_out/311790,wfdb
312670.dat,400.0,0,I,0.7325,300,C:/Physionet/PhysioNetChallange/one_beat_out/312670,wfdb
313544.dat,400.0,0,I,0.44,300,C:/Physionet/PhysioNetChallange/one_beat_out/313544,wfdb
313546.dat,400.0,0,I,0.765,300,C:/Physionet/PhysioNetChallange/one_beat_out/313546,wfdb
313554.dat,400.0,0,I,0.72,300,C:/Physionet/PhysioNetChallange/one_beat_out/313554,wfdb
313556.dat,400.0,0,I,0.745,300,C:/Physionet/PhysioNetChallange/one_beat_out/313556,wfdb
313558.dat,400.0,0,I,0.5475,300,C:/Physionet/PhysioNetChallange/one_beat_out/313558,wfdb
31361.dat,400.0,0,I,0.355,300,C:/Physionet/PhysioNetChallange/one_beat_out/31361,wfdb
314392.dat,400.0,0,I,0.475,300,C:/Physionet/PhysioNetChallange/one_beat_out/314392,wfdb
316814.dat,400.0,0,I,0.8325,300,C:/Physionet/PhysioNetChallange/one_beat_out/316814,wfdb
319319.dat,400.0,0,I,0.595,300,C:/Physionet/PhysioNetChallange/one_beat_out/319319,wfdb
319608.dat,400.0,0,I,1.1125,300,C:/Physionet/PhysioNetChallange/one_beat_out/319608,wfdb
319633.dat,400.0,0,I,0.895,300,C:/Physionet/PhysioNetChallange/one_beat_out/319633,wfdb
32580.dat,400.0,0,I,0.3125,300,C:/Physionet/PhysioNetChallange/one_beat_out/32580,wfdb
326442.dat,400.0,0,I,0.97,300,C:/Physionet/PhysioNetChallange/one_beat_out/326442,wfdb
326833.dat,400.0,0,I,0.38,300,C:/Physionet/PhysioNetChallange/one_beat_out/326833,wfdb
326909.dat,400.0,0,I,1.315,300,C:/Physionet/PhysioNetChallange/one_beat_out/326909,wfdb
326971.dat,400.0,0,I,1.1125,300,C:/Physionet/PhysioNetChallange/one_beat_out/326971,wfdb
327021.dat,400.0,0,I,0.3925,300,C:/Physionet/PhysioNetChallange/one_beat_out/327021,wfdb
327096.dat,400.0,0,I,0.685,300,C:/Physionet/PhysioNetChallange/one_beat_out/327096,wfdb
327594.dat,400.0,0,I,0.34,300,C:/Physionet/PhysioNetChallange/one_beat_out/327594,wfdb
327875.dat,400.0,0,I,0.435,300,C:/Physionet/PhysioNetChallange/one_beat_out/327875,wfdb
329279.dat,400.0,0,I,0.58,300,C:/Physionet/PhysioNetChallange/one_beat_out/329279,wfdb
329467.dat,400.0,0,I,0.3175,300,C:/Physionet/PhysioNetChallange/one_beat_out/329467,wfdb
329534.dat,400.0,0,I,1.0625,300,C:/Physionet/PhysioNetChallange/one_beat_out/329534,wfdb
329673.dat,400.0,0,I,0.4025,300,C:/Physionet/PhysioNetChallange/one_beat_out/329673,wfdb
329734.dat,400.0,0,I,0.74,300,C:/Physionet/PhysioNetChallange/one_beat_out/329734,wfdb
329793.dat,400.0,0,I,1.2,300,C:/Physionet/PhysioNetChallange/one_beat_out/329793,wfdb
32980.dat,400.0,0,I,0.7425,300,C:/Physionet/PhysioNetChallange/one_beat_out/32980,wfdb
329842.dat,400.0,0,I,0.93,300,C:/Physionet/PhysioNetChallange/one_beat_out/329842,wfdb
329870.dat,400.0,0,I,0.575,300,C:/Physionet/PhysioNetChallange/one_beat_out/329870,wfdb
330263.dat,400.0,0,I,0.4075,300,C:/Physionet/PhysioNetChallange/one_beat_out/330263,wfdb
330973.dat,400.0,0,I,0.36,300,C:/Physionet/PhysioNetChallange/one_beat_out/330973,wfdb
331311.dat,400.0,0,I,0.5575,300,C:/Physionet/PhysioNetChallange/one_beat_out/331311,wfdb
332380.dat,400.0,0,I,1.025,300,C:/Physionet/PhysioNetChallange/one_beat_out/332380,wfdb
333179.dat,400.0,0,I,0.595,300,C:/Physionet/PhysioNetChallange/one_beat_out/333179,wfdb
334098.dat,400.0,0,I,0.85,300,C:/Physionet/PhysioNetChallange/one_beat_out/334098,wfdb
334399.dat,400.0,0,I,0.8425,300,C:/Physionet/PhysioNetChallange/one_beat_out/334399,wfdb
335172.dat,400.0,0,I,0.74,300,C:/Physionet/PhysioNetChallange/one_beat_out/335172,wfdb
335194.dat,400.0,0,I,0.655,300,C:/Physionet/PhysioNetChallange/one_beat_out/335194,wfdb
335202.dat,400.0,0,I,0.545,300,C:/Physionet/PhysioNetChallange/one_beat_out/335202,wfdb
335208.dat,400.0,0,I,1.31,300,C:/Physionet/PhysioNetChallange/one_beat_out/335208,wfdb
335211.dat,400.0,0,I,1.0975,300,C:/Physionet/PhysioNetChallange/one_beat_out/335211,wfdb
335212.dat,400.0,0,I,0.565,300,C:/Physionet/PhysioNetChallange/one_beat_out/335212,wfdb
335214.dat,400.0,0,I,0.6825,300,C:/Physionet/PhysioNetChallange/one_beat_out/335214,wfdb
336019.dat,400.0,0,I,0.725,300,C:/Physionet/PhysioNetChallange/one_beat_out/336019,wfdb
336058.dat,400.0,0,I,1.19,300,C:/Physionet/PhysioNetChallange/one_beat_out/336058,wfdb
336235.dat,400.0,0,I,0.5,300,C:/Physionet/PhysioNetChallange/one_beat_out/336235,wfdb
336343.dat,400.0,0,I,0.4375,300,C:/Physionet/PhysioNetChallange/one_beat_out/336343,wfdb
336390.dat,400.0,0,I,0.3575,300,C:/Physionet/PhysioNetChallange/one_beat_out/336390,wfdb
336558.dat,400.0,0,I,0.52,300,C:/Physionet/PhysioNetChallange/one_beat_out/336558,wfdb
336610.dat,400.0,0,I,0.8975,300,C:/Physionet/PhysioNetChallange/one_beat_out/336610,wfdb
336625.dat,400.0,0,I,0.52,300,C:/Physionet/PhysioNetChallange/one_beat_out/336625,wfdb
336798.dat,400.0,0,I,0.605,300,C:/Physionet/PhysioNetChallange/one_beat_out/336798,wfdb
337199.dat,400.0,0,I,0.7375,300,C:/Physionet/PhysioNetChallange/one_beat_out/337199,wfdb
337200.dat,400.0,0,I,0.5625,300,C:/Physionet/PhysioNetChallange/one_beat_out/337200,wfdb
337202.dat,400.0,0,I,0.4625,300,C:/Physionet/PhysioNetChallange/one_beat_out/337202,wfdb
337416.dat,400.0,0,I,1.165,300,C:/Physionet/PhysioNetChallange/one_beat_out/337416,wfdb
337470.dat,400.0,0,I,1.1225,300,C:/Physionet/PhysioNetChallange/one_beat_out/337470,wfdb
337602.dat,400.0,0,I,0.425,300,C:/Physionet/PhysioNetChallange/one_beat_out/337602,wfdb
33774.dat,400.0,0,I,0.4725,300,C:/Physionet/PhysioNetChallange/one_beat_out/33774,wfdb
337876.dat,400.0,0,I,0.535,300,C:/Physionet/PhysioNetChallange/one_beat_out/337876,wfdb
337878.dat,400.0,0,I,0.55,300,C:/Physionet/PhysioNetChallange/one_beat_out/337878,wfdb
337882.dat,400.0,0,I,0.3325,300,C:/Physionet/PhysioNetChallange/one_beat_out/337882,wfdb
337885.dat,400.0,0,I,1.3375,300,C:/Physionet/PhysioNetChallange/one_beat_out/337885,wfdb
337889.dat,400.0,0,I,0.87,300,C:/Physionet/PhysioNetChallange/one_beat_out/337889,wfdb
337955.dat,400.0,0,I,0.6775,300,C:/Physionet/PhysioNetChallange/one_beat_out/337955,wfdb
339577.dat,400.0,0,I,0.6625,300,C:/Physionet/PhysioNetChallange/one_beat_out/339577,wfdb
339935.dat,400.0,0,I,0.565,300,C:/Physionet/PhysioNetChallange/one_beat_out/339935,wfdb
339936.dat,400.0,0,I,1.08,300,C:/Physionet/PhysioNetChallange/one_beat_out/339936,wfdb
340285.dat,400.0,0,I,1.13,300,C:/Physionet/PhysioNetChallange/one_beat_out/340285,wfdb
340294.dat,400.0,0,I,0.54,300,C:/Physionet/PhysioNetChallange/one_beat_out/340294,wfdb
340299.dat,400.0,0,I,0.8725,300,C:/Physionet/PhysioNetChallange/one_beat_out/340299,wfdb
340428.dat,400.0,0,I,1.1125,300,C:/Physionet/PhysioNetChallange/one_beat_out/340428,wfdb
340450.dat,400.0,0,I,0.965,300,C:/Physionet/PhysioNetChallange/one_beat_out/340450,wfdb
340612.dat,400.0,0,I,0.84,300,C:/Physionet/PhysioNetChallange/one_beat_out/340612,wfdb
341000.dat,400.0,0,I,0.5975,300,C:/Physionet/PhysioNetChallange/one_beat_out/341000,wfdb
341213.dat,400.0,0,I,0.495,300,C:/Physionet/PhysioNetChallange/one_beat_out/341213,wfdb
342575.dat,400.0,0,I,0.4925,300,C:/Physionet/PhysioNetChallange/one_beat_out/342575,wfdb
342813.dat,400.0,0,I,0.945,300,C:/Physionet/PhysioNetChallange/one_beat_out/342813,wfdb
342916.dat,400.0,0,I,0.5,300,C:/Physionet/PhysioNetChallange/one_beat_out/342916,wfdb
343393.dat,400.0,0,I,0.415,300,C:/Physionet/PhysioNetChallange/one_beat_out/343393,wfdb
343409.dat,400.0,0,I,0.38,300,C:/Physionet/PhysioNetChallange/one_beat_out/343409,wfdb
343433.dat,400.0,0,I,0.665,300,C:/Physionet/PhysioNetChallange/one_beat_out/343433,wfdb
343769.dat,400.0,0,I,0.47,300,C:/Physionet/PhysioNetChallange/one_beat_out/343769,wfdb
343923.dat,400.0,0,I,0.5375,300,C:/Physionet/PhysioNetChallange/one_beat_out/343923,wfdb
344089.dat,400.0,0,I,0.585,300,C:/Physionet/PhysioNetChallange/one_beat_out/344089,wfdb
344131.dat,400.0,0,I,0.7425,300,C:/Physionet/PhysioNetChallange/one_beat_out/344131,wfdb
344175.dat,400.0,0,I,0.5275,300,C:/Physionet/PhysioNetChallange/one_beat_out/344175,wfdb
344177.dat,400.0,0,I,0.4725,300,C:/Physionet/PhysioNetChallange/one_beat_out/344177,wfdb
344178.dat,400.0,0,I,1.135,300,C:/Physionet/PhysioNetChallange/one_beat_out/344178,wfdb
346270.dat,400.0,0,I,0.9075,300,C:/Physionet/PhysioNetChallange/one_beat_out/346270,wfdb
346311.dat,400.0,0,I,0.4375,300,C:/Physionet/PhysioNetChallange/one_beat_out/346311,wfdb
346312.dat,400.0,0,I,1.01,300,C:/Physionet/PhysioNetChallange/one_beat_out/346312,wfdb
346496.dat,400.0,0,I,0.78,300,C:/Physionet/PhysioNetChallange/one_beat_out/346496,wfdb
346521.dat,400.0,0,I,0.67,300,C:/Physionet/PhysioNetChallange/one_beat_out/346521,wfdb
346583.dat,400.0,0,I,0.6675,300,C:/Physionet/PhysioNetChallange/one_beat_out/346583,wfdb
346588.dat,400.0,0,I,0.6,300,C:/Physionet/PhysioNetChallange/one_beat_out/346588,wfdb
346634.dat,400.0,0,I,0.7725,300,C:/Physionet/PhysioNetChallange/one_beat_out/346634,wfdb
346645.dat,400.0,0,I,1.085,300,C:/Physionet/PhysioNetChallange/one_beat_out/346645,wfdb
346878.dat,400.0,0,I,1.085,300,C:/Physionet/PhysioNetChallange/one_beat_out/346878,wfdb
346897.dat,400.0,0,I,0.3425,300,C:/Physionet/PhysioNetChallange/one_beat_out/346897,wfdb
346996.dat,400.0,0,I,0.915,300,C:/Physionet/PhysioNetChallange/one_beat_out/346996,wfdb
346997.dat,400.0,0,I,0.77,300,C:/Physionet/PhysioNetChallange/one_beat_out/346997,wfdb
346999.dat,400.0,0,I,1.33,300,C:/Physionet/PhysioNetChallange/one_beat_out/346999,wfdb
347001.dat,400.0,0,I,0.4975,300,C:/Physionet/PhysioNetChallange/one_beat_out/347001,wfdb
347005.dat,400.0,0,I,1.1675,300,C:/Physionet/PhysioNetChallange/one_beat_out/347005,wfdb
347028.dat,400.0,0,I,0.81,300,C:/Physionet/PhysioNetChallange/one_beat_out/347028,wfdb
347030.dat,400.0,0,I,1.12,300,C:/Physionet/PhysioNetChallange/one_beat_out/347030,wfdb
347035.dat,400.0,0,I,1.0225,300,C:/Physionet/PhysioNetChallange/one_beat_out/347035,wfdb
347039.dat,400.0,0,I,0.6525,300,C:/Physionet/PhysioNetChallange/one_beat_out/347039,wfdb
347043.dat,400.0,0,I,0.915,300,C:/Physionet/PhysioNetChallange/one_beat_out/347043,wfdb
347044.dat,400.0,0,I,1.0475,300,C:/Physionet/PhysioNetChallange/one_beat_out/347044,wfdb
347056.dat,400.0,0,I,0.8275,300,C:/Physionet/PhysioNetChallange/one_beat_out/347056,wfdb
347150.dat,400.0,0,I,1.615,300,C:/Physionet/PhysioNetChallange/one_beat_out/347150,wfdb
347399.dat,400.0,0,I,0.345,300,C:/Physionet/PhysioNetChallange/one_beat_out/347399,wfdb
347789.dat,400.0,0,I,0.635,300,C:/Physionet/PhysioNetChallange/one_beat_out/347789,wfdb
348221.dat,400.0,0,I,0.55,300,C:/Physionet/PhysioNetChallange/one_beat_out/348221,wfdb
348757.dat,400.0,0,I,1.55,300,C:/Physionet/PhysioNetChallange/one_beat_out/348757,wfdb
348923.dat,400.0,0,I,0.7275,300,C:/Physionet/PhysioNetChallange/one_beat_out/348923,wfdb
348986.dat,400.0,0,I,1.1075,300,C:/Physionet/PhysioNetChallange/one_beat_out/348986,wfdb
349351.dat,400.0,0,I,0.74,300,C:/Physionet/PhysioNetChallange/one_beat_out/349351,wfdb
349358.dat,400.0,0,I,1.07,300,C:/Physionet/PhysioNetChallange/one_beat_out/349358,wfdb
349360.dat,400.0,0,I,0.7175,300,C:/Physionet/PhysioNetChallange/one_beat_out/349360,wfdb
349369.dat,400.0,0,I,1.2725,300,C:/Physionet/PhysioNetChallange/one_beat_out/349369,wfdb
349406.dat,400.0,0,I,1.055,300,C:/Physionet/PhysioNetChallange/one_beat_out/349406,wfdb
349407.dat,400.0,0,I,0.4725,300,C:/Physionet/PhysioNetChallange/one_beat_out/349407,wfdb
349408.dat,400.0,0,I,1.11,300,C:/Physionet/PhysioNetChallange/one_beat_out/349408,wfdb
349409.dat,400.0,0,I,0.38,300,C:/Physionet/PhysioNetChallange/one_beat_out/349409,wfdb
349410.dat,400.0,0,I,0.6825,300,C:/Physionet/PhysioNetChallange/one_beat_out/349410,wfdb
349411.dat,400.0,0,I,0.575,300,C:/Physionet/PhysioNetChallange/one_beat_out/349411,wfdb
349414.dat,400.0,0,I,0.35,300,C:/Physionet/PhysioNetChallange/one_beat_out/349414,wfdb
349521.dat,400.0,0,I,0.4875,300,C:/Physionet/PhysioNetChallange/one_beat_out/349521,wfdb
349740.dat,400.0,0,I,1.1775,300,C:/Physionet/PhysioNetChallange/one_beat_out/349740,wfdb
349744.dat,400.0,0,I,0.4075,300,C:/Physionet/PhysioNetChallange/one_beat_out/349744,wfdb
349781.dat,400.0,0,I,0.7325,300,C:/Physionet/PhysioNetChallange/one_beat_out/349781,wfdb
349851.dat,400.0,0,I,0.64,300,C:/Physionet/PhysioNetChallange/one_beat_out/349851,wfdb
349870.dat,400.0,0,I,0.565,300,C:/Physionet/PhysioNetChallange/one_beat_out/349870,wfdb
349973.dat,400.0,0,I,0.34,300,C:/Physionet/PhysioNetChallange/one_beat_out/349973,wfdb
350159.dat,400.0,0,I,0.425,300,C:/Physionet/PhysioNetChallange/one_beat_out/350159,wfdb
350164.dat,400.0,0,I,0.495,300,C:/Physionet/PhysioNetChallange/one_beat_out/350164,wfdb
350166.dat,400.0,0,I,0.4175,300,C:/Physionet/PhysioNetChallange/one_beat_out/350166,wfdb
350167.dat,400.0,0,I,0.315,300,C:/Physionet/PhysioNetChallange/one_beat_out/350167,wfdb
350168.dat,400.0,0,I,0.6575,300,C:/Physionet/PhysioNetChallange/one_beat_out/350168,wfdb
350175.dat,400.0,0,I,1.205,300,C:/Physionet/PhysioNetChallange/one_beat_out/350175,wfdb
350453.dat,400.0,0,I,0.86,300,C:/Physionet/PhysioNetChallange/one_beat_out/350453,wfdb
350550.dat,400.0,0,I,0.75,300,C:/Physionet/PhysioNetChallange/one_beat_out/350550,wfdb
350695.dat,400.0,0,I,0.52,300,C:/Physionet/PhysioNetChallange/one_beat_out/350695,wfdb
350776.dat,400.0,0,I,0.3475,300,C:/Physionet/PhysioNetChallange/one_beat_out/350776,wfdb
351849.dat,400.0,0,I,0.7075,300,C:/Physionet/PhysioNetChallange/one_beat_out/351849,wfdb
352503.dat,400.0,0,I,0.7925,300,C:/Physionet/PhysioNetChallange/one_beat_out/352503,wfdb
352773.dat,400.0,0,I,1.11,300,C:/Physionet/PhysioNetChallange/one_beat_out/352773,wfdb
353377.dat,400.0,0,I,1.435,300,C:/Physionet/PhysioNetChallange/one_beat_out/353377,wfdb
353379.dat,400.0,0,I,1.05,300,C:/Physionet/PhysioNetChallange/one_beat_out/353379,wfdb
353380.dat,400.0,0,I,0.34,300,C:/Physionet/PhysioNetChallange/one_beat_out/353380,wfdb
353381.dat,400.0,0,I,0.8175,300,C:/Physionet/PhysioNetChallange/one_beat_out/353381,wfdb
353382.dat,400.0,0,I,1.26,300,C:/Physionet/PhysioNetChallange/one_beat_out/353382,wfdb
353384.dat,400.0,0,I,0.595,300,C:/Physionet/PhysioNetChallange/one_beat_out/353384,wfdb
353399.dat,400.0,0,I,0.575,300,C:/Physionet/PhysioNetChallange/one_beat_out/353399,wfdb
353400.dat,400.0,0,I,1.2275,300,C:/Physionet/PhysioNetChallange/one_beat_out/353400,wfdb
353403.dat,400.0,0,I,0.7575,300,C:/Physionet/PhysioNetChallange/one_beat_out/353403,wfdb
353404.dat,400.0,0,I,0.465,300,C:/Physionet/PhysioNetChallange/one_beat_out/353404,wfdb
354374.dat,400.0,0,I,0.8125,300,C:/Physionet/PhysioNetChallange/one_beat_out/354374,wfdb
354480.dat,400.0,0,I,0.6625,300,C:/Physionet/PhysioNetChallange/one_beat_out/354480,wfdb
355174.dat,400.0,0,I,0.9675,300,C:/Physionet/PhysioNetChallange/one_beat_out/355174,wfdb
355697.dat,400.0,0,I,0.53,300,C:/Physionet/PhysioNetChallange/one_beat_out/355697,wfdb
355698.dat,400.0,0,I,0.66,300,C:/Physionet/PhysioNetChallange/one_beat_out/355698,wfdb
355699.dat,400.0,0,I,0.445,300,C:/Physionet/PhysioNetChallange/one_beat_out/355699,wfdb
355702.dat,400.0,0,I,1.3825,300,C:/Physionet/PhysioNetChallange/one_beat_out/355702,wfdb
355703.dat,400.0,0,I,0.705,300,C:/Physionet/PhysioNetChallange/one_beat_out/355703,wfdb
356314.dat,400.0,0,I,0.4925,300,C:/Physionet/PhysioNetChallange/one_beat_out/356314,wfdb
356972.dat,400.0,0,I,0.9925,300,C:/Physionet/PhysioNetChallange/one_beat_out/356972,wfdb
357217.dat,400.0,0,I,0.8575,300,C:/Physionet/PhysioNetChallange/one_beat_out/357217,wfdb
357218.dat,400.0,0,I,0.42,300,C:/Physionet/PhysioNetChallange/one_beat_out/357218,wfdb
357220.dat,400.0,0,I,1.2,300,C:/Physionet/PhysioNetChallange/one_beat_out/357220,wfdb
357225.dat,400.0,0,I,1.055,300,C:/Physionet/PhysioNetChallange/one_beat_out/357225,wfdb
357226.dat,400.0,0,I,0.3275,300,C:/Physionet/PhysioNetChallange/one_beat_out/357226,wfdb
357227.dat,400.0,0,I,0.795,300,C:/Physionet/PhysioNetChallange/one_beat_out/357227,wfdb
357229.dat,400.0,0,I,0.815,300,C:/Physionet/PhysioNetChallange/one_beat_out/357229,wfdb
357230.dat,400.0,0,I,1.3125,300,C:/Physionet/PhysioNetChallange/one_beat_out/357230,wfdb
357240.dat,400.0,0,I,1.055,300,C:/Physionet/PhysioNetChallange/one_beat_out/357240,wfdb
357245.dat,400.0,0,I,1.3125,300,C:/Physionet/PhysioNetChallange/one_beat_out/357245,wfdb
357248.dat,400.0,0,I,0.8125,300,C:/Physionet/PhysioNetChallange/one_beat_out/357248,wfdb
357251.dat,400.0,0,I,0.575,300,C:/Physionet/PhysioNetChallange/one_beat_out/357251,wfdb
357252.dat,400.0,0,I,1.0575,300,C:/Physionet/PhysioNetChallange/one_beat_out/357252,wfdb
357269.dat,400.0,0,I,0.695,300,C:/Physionet/PhysioNetChallange/one_beat_out/357269,wfdb
358678.dat,400.0,0,I,0.3425,300,C:/Physionet/PhysioNetChallange/one_beat_out/358678,wfdb
359513.dat,400.0,0,I,0.5725,300,C:/Physionet/PhysioNetChallange/one_beat_out/359513,wfdb
359680.dat,400.0,0,I,0.9325,300,C:/Physionet/PhysioNetChallange/one_beat_out/359680,wfdb
359883.dat,400.0,0,I,1.165,300,C:/Physionet/PhysioNetChallange/one_beat_out/359883,wfdb
359925.dat,400.0,0,I,0.68,300,C:/Physionet/PhysioNetChallange/one_beat_out/359925,wfdb
359994.dat,400.0,0,I,0.5925,300,C:/Physionet/PhysioNetChallange/one_beat_out/359994,wfdb
360064.dat,400.0,0,I,0.4425,300,C:/Physionet/PhysioNetChallange/one_beat_out/360064,wfdb
360424.dat,400.0,0,I,0.59,300,C:/Physionet/PhysioNetChallange/one_beat_out/360424,wfdb
360534.dat,400.0,0,I,0.845,300,C:/Physionet/PhysioNetChallange/one_beat_out/360534,wfdb
360556.dat,400.0,0,I,0.965,300,C:/Physionet/PhysioNetChallange/one_beat_out/360556,wfdb
360618.dat,400.0,0,I,0.485,300,C:/Physionet/PhysioNetChallange/one_beat_out/360618,wfdb
360923.dat,400.0,0,I,0.935,300,C:/Physionet/PhysioNetChallange/one_beat_out/360923,wfdb
360925.dat,400.0,0,I,0.47,300,C:/Physionet/PhysioNetChallange/one_beat_out/360925,wfdb
360926.dat,400.0,0,I,0.5575,300,C:/Physionet/PhysioNetChallange/one_beat_out/360926,wfdb
360929.dat,400.0,0,I,1.5175,300,C:/Physionet/PhysioNetChallange/one_beat_out/360929,wfdb
360932.dat,400.0,0,I,0.3825,300,C:/Physionet/PhysioNetChallange/one_beat_out/360932,wfdb
360933.dat,400.0,0,I,1.2325,300,C:/Physionet/PhysioNetChallange/one_beat_out/360933,wfdb
360934.dat,400.0,0,I,0.81,300,C:/Physionet/PhysioNetChallange/one_beat_out/360934,wfdb
360935.dat,400.0,0,I,0.6425,300,C:/Physionet/PhysioNetChallange/one_beat_out/360935,wfdb
360936.dat,400.0,0,I,0.455,300,C:/Physionet/PhysioNetChallange/one_beat_out/360936,wfdb
360937.dat,400.0,0,I,0.3125,300,C:/Physionet/PhysioNetChallange/one_beat_out/360937,wfdb
360938.dat,400.0,0,I,0.835,300,C:/Physionet/PhysioNetChallange/one_beat_out/360938,wfdb
360939.dat,400.0,0,I,0.52,300,C:/Physionet/PhysioNetChallange/one_beat_out/360939,wfdb
360940.dat,400.0,0,I,0.655,300,C:/Physionet/PhysioNetChallange/one_beat_out/360940,wfdb
360941.dat,400.0,0,I,0.385,300,C:/Physionet/PhysioNetChallange/one_beat_out/360941,wfdb
360943.dat,400.0,0,I,1.1775,300,C:/Physionet/PhysioNetChallange/one_beat_out/360943,wfdb
360946.dat,400.0,0,I,1.1025,300,C:/Physionet/PhysioNetChallange/one_beat_out/360946,wfdb
360947.dat,400.0,0,I,1.21,300,C:/Physionet/PhysioNetChallange/one_beat_out/360947,wfdb
361158.dat,400.0,0,I,0.59,300,C:/Physionet/PhysioNetChallange/one_beat_out/361158,wfdb
362224.dat,400.0,0,I,0.9625,300,C:/Physionet/PhysioNetChallange/one_beat_out/362224,wfdb
3629.dat,400.0,0,I,0.8725,300,C:/Physionet/PhysioNetChallange/one_beat_out/3629,wfdb
363160.dat,400.0,0,I,0.455,300,C:/Physionet/PhysioNetChallange/one_beat_out/363160,wfdb
363169.dat,400.0,0,I,0.6375,300,C:/Physionet/PhysioNetChallange/one_beat_out/363169,wfdb
